text,label,paraphrase,similarity,llm_valid,gpt_orig_labels,gpt_para_labels,mis_orig_labels,mis_para_labels,gpt_orig_conf,gpt_para_conf,mis_orig_conf,mis_para_conf,gpt_orig_pred,gpt_para_pred,mis_orig_pred,mis_para_pred,gpt_flip,mis_flip
"The beer is good but the food is nothing to brag about at ALL. I've tried many things on the menu, and if you have developed a \""foodie\"" palate, don't even bother, because you will be very disappointed. If you feel comfortable with chain restaurants and their lack of innovative touch (which, nothing wrong with that!) you will most likely enjoy Rockbottom. The only entree I did enjoy were the lobster and shrimp enchiladas (minus the repulsive beans and rice) and the asiago crab dip as an appetizer. Otherwise, you are better off skipping it.",1,"The beer is decent, but the food leaves much to be desired. I've sampled numerous items from their menu, and if you've cultivated a taste for gourmet experiences, it's best to steer clear—you're likely to be let down. However, if you're content with the conventional offerings of chain eateries, Rockbottom might suit your tastes. The only dishes I found enjoyable were the lobster and shrimp enchiladas (excluding the unpleasant beans and rice) and the asiago crab dip as a starter. Otherwise, it's probably best to pass.",0.87032676,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,1.0,1.0,1.0,Negative,Negative,Negative,Negative,False,False
"I'm HUGE SNL fan, so naturally if someone who's been in the cast is touring, I'll come here to see them. Some have been really great...Jim Breuer. Some have been (surprisingly) very bad....Tracy Morgan. But it's always been a pleasant experience at the venue.  There's not a bad seat in the house and it's small enough that you get to see and hear everything from the stage.  Beware if you sit in the very front, you KNOW what's going to happen!\n\nA couple downsides.... \n\nWaiting outside in a line in the dead of winter.  The lobby is so small you're forced to wait outside until the first show starts or the first show let's out.  And if you want a good seat, you may be waiting in line for a while.  BURR!\n\nThe two drink minimum. I kinda get why they do it, to make money, of course. But this means they jack up the prices of watered down drinks. Better to stick with beer and wine at these places. No frou frou drinks for me! \n\nAlso, as to be expected, the food's not that great. In a perfect foodie world, places that served food would make it fantastic! Since that's not going to happen, you just go into those places hoping for the best. I've never had anything great here. Nacho platter too many re fried beans, to little nacho's....annnnnd I'm out! \n\nSo what did we learn here? Good venue, stick to beer and wine and eat at a better restaurant beforehand. The talent is really what you're there for so, enjoy the show!",2,"I'm a big fan of SNL, so it's only natural that if a former cast member is performing nearby, I'll be there to watch. Some performances have been outstanding, like Jim Breuer's, while others, such as Tracy Morgan's, were unexpectedly disappointing. Nonetheless, the venue offers a consistently enjoyable experience. Every seat is good, and the space is intimate enough to catch all the stage action. Just be cautious if you sit right up front—you know what to expect!

A few drawbacks...

Standing in line outside during the freezing winter months. The lobby is so tiny that you're forced to wait outside until either the first show begins or the previous one ends. Plus, if you're aiming for a prime seat, expect to be in line for a while. Brr!

The two-drink minimum is another issue. I understand it's a revenue thing, but it results in inflated prices for watered-down drinks. It's wiser to stick with beer and wine at these venues. No fancy cocktails for me!

Additionally, as anticipated, the food isn't impressive. In an ideal world for food lovers, places serving meals would offer exceptional quality. Since that's unlikely, you just hope for decent fare. I've never had anything remarkable here. The nacho platter, for example, has too many refried beans and too few nachos... and I'm done!

So, what's the takeaway? It's a great venue, opt for beer and wine, and dine at a better restaurant beforehand. After all, you're really there for the talent, so enjoy the show!",0.90941715,YES,"['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Positive']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Neutral']","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral']",1.0,0.6,0.6,0.8,Neutral,Neutral,Neutral,Neutral,False,False
"I've been here twice now, and like the others you really only come to Improve Comedy Club for the show. Very reasonably priced for shows  though they have the two item minimum so would suggest they all be drinks.\n\nThe food leaves little to be desired. We decided for the sake of time to grab dinner at the venue since the show started at 7. Having a free appetizer coupon we ordered the spinach and artichoke dip along with the sauteed grilled chicken. Spinach and artichoke dip was good though cheesy rich along with cheese sprinkled on top of the chips. Sauteed grilled chicken - hmmm.... I think the chicken was frozen - definitely not fresh - and the guacamole was artificial with a glop of cheese. It looked like a mess with big ole pile of fries. A lot of food for $10. Service has always been pleasant though they do automatically tack on the tip for you at 18%.",2,"I've visited this place twice, and like many others, the main reason to visit the Improve Comedy Club is the show itself. The ticket prices are quite reasonable, although there's a requirement to purchase two items, so it's best to make them drinks.\n\nThe food, unfortunately, is not impressive. We opted to have dinner at the venue before the 7 PM show. Using a free appetizer coupon, we got the spinach and artichoke dip and the sautéed grilled chicken. The dip was tasty but very cheesy, with cheese even on the chips. As for the chicken, it seemed frozen rather than fresh, and the guacamole was artificial with a dollop of cheese. The dish was a bit of a mess with a large helping of fries. It's a lot of food for $10. The service has always been friendly, though they automatically add an 18% tip.",0.9365915,YES,"['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Negative', 'Negative', 'Neutral', 'Negative', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Negative']",1.0,1.0,0.6,0.8,Neutral,Neutral,Negative,Neutral,False,True
"There's nothing like a Saturday night filled with some good laughs, a few chuckles and a couple of good guffaws thrown in for good measure.  That's exactly what we enjoyed on Saturday night!\n\nWe hit the comedy club for an evening of Tammy Pescatelli - the hubby and I have enjoyed her routine on TV and on the occasional DVE morning show..  She didn't fail to give us a good evening of laughs!  The big surprise, was Gene Collier - yep, of the Post-Gazette sports writer fame - as the opener.  What a great opening act!  He cracked wise about the perils of being 58 and a baby boomer.  We could relate!\n\nThe sightlines were lacking.  There was a rather large woman at the table in front of us with massive Pittsburgh BIG HAIR.  All night long my own head bobbed from side to side as I attempted to actually watch the show, and not just listen to it, as she reached repeatedly and unceasingly for her tableful of snacks.  \n\nWith a 2 drink minimum, my first drink was weak and the 2nd was quite strong!  All in all, the two balanced each other out.  But then, you don't go for the drinks, do you?  An enjoyable evening!",2,"There's nothing quite like a Saturday night brimming with hearty laughs, some light chuckles, and a few hearty guffaws for good measure. That's exactly what we experienced on Saturday night!

We headed to the comedy club to see Tammy Pescatelli—my spouse and I have enjoyed her performances on TV and occasionally on the DVE morning show. She certainly delivered a night full of laughter! The big surprise was Gene Collier, known for his work with the Post-Gazette as a sports writer, who opened the show. What an excellent opening act! He joked about the challenges of being 58 and a baby boomer, and we could definitely relate!

The sightlines were less than ideal. There was a rather large woman at the table in front of us with enormous Pittsburgh-style BIG HAIR. Throughout the night, I bobbed my head from side to side, trying to watch the show instead of just listening, as she constantly reached for her table full of snacks.

With a two-drink minimum, my first drink was weak, but the second was quite strong! Together, they balanced each other out. But then again, you don't go for the drinks, do you? A delightful evening!",0.90868634,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
"My friends & I all purchased Groupons  for the Pittsburgh Improv on or around March 22nd, 2012. At that time, only a few big name comedians were listed on the Improv's website as Special Events. You can use the Groupon on anything that isn't a Special Event. That seemd reasonable. The day the Groupons were purchased, my friend Katrina called & reserved two tickets to Jim Jeffries for 3/30 at 10pm. They allowed her to use her Groupon & gave her a confirmation code & everything! Shortly after, they changed many of the comedians on their website, including Jim Jeffries, to Special Events. When I called I was told I could not use my Groupon. The same thing happened to many of my friends. It's a classic bait & switch. These comedians were NOT Special Events until after the Groupon came out. In addition, other restrictions, such not being able to use the Groupons on Saturdays & having to use the additional four vouchers for one show, were NOT listed under the restrictions when the Groupon was for sale. \n\nSo tonight, my friends & I had pretty much resolved ourselves to the fact that we were not going to the Improv because they wouldn't allow us to use our Groupons. But I walked over to the Will Call window with my friend Katrina so she could at least get her tickets. Big surprise - she was told they didn't have her reservation or her name in their computers! They wouldn't give her the tickets. It's an absolute joke of a deal. How is everyone going to use their Groupons by Sept. if all of the shows are Special Events now? \n\nIn addition, no one at the Improv answers the phones or responds to emails. \n\nMy friends & I (about 10 of us total) are all getting refunds through Groupon and/or our credit card companies & we are all reporting the Improv to the Better Business Bureau, etc. \n\nThe Pittsburgh Improv is extremely shady & does not care about their customers.",0,"On or around March 22nd, 2012, my friends and I bought Groupons for the Pittsburgh Improv. At that time, only a handful of well-known comedians were listed as Special Events on the Improv's website. The Groupon could be used for anything that wasn't labeled as a Special Event, which seemed fair. The day we bought the Groupons, my friend Katrina called and reserved two tickets for Jim Jeffries on March 30th at 10 pm. They let her use her Groupon and even provided a confirmation code. Soon after, they reclassified many comedians, including Jim Jeffries, as Special Events on their website. When I called, I was informed that I couldn't use my Groupon. This same issue affected many of my friends. It's a clear bait and switch. These comedians weren't marked as Special Events until after the Groupon was released. Moreover, other restrictions, like not using Groupons on Saturdays and needing to use all four vouchers for one show, were not mentioned when the Groupon was available for purchase.

Tonight, my friends and I had mostly accepted that we wouldn't be attending the Improv because they refused to let us use our Groupons. However, I accompanied my friend Katrina to the Will Call window so she could at least pick up her tickets. To our surprise, they claimed they didn't have her reservation or her name in their system! They refused to give her the tickets. This deal is an absolute farce. How can everyone use their Groupons by September if all shows are now Special Events?

Additionally, no one at the Improv answers phone calls or replies to emails.

All ten of us are getting refunds through Groupon and/or our credit card companies, and we are all reporting the Improv to the Better Business Bureau and other relevant bodies.

The Pittsburgh Improv is incredibly untrustworthy and disregards its customers.",0.93956065,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,1.0,1.0,1.0,Negative,Negative,Negative,Negative,False,False
"The place does what it does best - Comedy.  The food, however.  Blah.\n\nFirst off, If you go to a show, please note there is a two item per person minimum.  This means that from their extensive menu of overpriced bar food and drinks, you are REQUIRED to choose two items each.    \n\nSecond, the sodas are NOT FREE REFILLS!  I learned that one the hard way.  Get water. \n\nThird, before tipping your server, please make sure she hasn't already taken her cut out.  Even after paying for two very bland, overpriced meals and way too many Diet Cokes, I thought that my bill was rather high.  Upon further inspection, I noticed that my server had taken an 18% gratuity.  The menu explicitly says that an automatic gratuity will be taken out for parties of six or more, but there was only two of us and we weren't even drunk.  I found this tactic awfully presumptuous and left her tip at the 18% even though I typically tip well over 20%.    \n\nOverall, I don't like the idea of being required to purchase food just to see a comedy show.  I can see why they do it, but if I were required to buy a crappy popcorn and overpriced pop every time I went to the movies, I would be far less inclined to go as I am not inclined to go to the Improv again.",1,"The venue excels at what it does best – Comedy. The food, on the other hand, is unremarkable.

To start, if you're attending a show, be aware there's a minimum requirement of two items per person. This means you must select two items each from their vast menu of expensive bar food and drinks.

Additionally, be advised that sodas do not come with free refills! I found this out the hard way. Opt for water instead.

Furthermore, before tipping your server, ensure she hasn't already included her gratuity. Despite paying for two tasteless, overpriced meals and too many Diet Cokes, my bill seemed unusually high. Upon closer examination, I realized my server had added an 18% gratuity. The menu clearly states this charge is for parties of six or more, yet there were only two of us, and we were sober. I found this assumption quite audacious and left her tip at 18%, even though I usually tip over 20%.

In conclusion, I dislike the obligation to purchase food just to enjoy a comedy show. I understand their reasoning, but if I had to buy mediocre popcorn and overpriced soda every time I went to the movies, I'd be much less inclined to go, just as I'm now reluctant to return to the Improv.",0.88571316,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,1.0,1.0,1.0,Negative,Negative,Negative,Negative,False,False
"The Pittsburgh Improv is unfortunately another great idea hamstrung by the details of mediocre execution (some specific examples at the end).\n\nThe setup is nice, a delightful--if a bit sterile--reproduction of what you'd think a comedy club should like if you watch enough TV.  The interior is clean; the seats are comfortable; and it's an OK atmosphere to see a show and laugh.\n\nIt's too small, however, to attract many of the best acts, which limits its ability to ever become the central hub for Pittsburgh comedy.  Most of the big names that have recently come through Pittsburgh--Jim Gaffigan, Louis CK, Second City--all perform elsewhere (though they managed to get Bob Saget, to their credit).\n\nBut the biggest problem is the food and drink.  They're very up front about their mandatory two item minimum, but the forced service requires that you spend extra money and get interrupted by waitstaff at least several times during the show.  The prices are well above what I'd consider reasonable given the quality, and I'd begrudgingly--or even happily--just shrug off the cost the same way I would a stadium concession stand markup...but the food is bad.  You're forced to either (a) buy extremely overpriced drinks (3.50 for a soda, for example, with no refills--or ten dollars for one with refills), or (b) buy moderately overpriced food which you wouldn't want in the first place.  I thought the ten dollar chicken sandwich looked reasonable, until a few bites in I decided I'd rather just throw away the money than keep eating it.\n\nStill, I think this place has a lot of potential; the core idea is very workable; and they do attract some really good comedians.  Two stars for now, with high hopes for improvements.\n\nA few specific drawbacks which could be VERY easily fixed:\n1 - A lot of the drinks didn't have prices on them.  I know this isn't uncommon, but at a venue where every question you ask interrupts not only your own show-viewing experience as well as the experiences of your neighbors, it's an incredibly poor decision here.  Make everything on the menu exceptionally clear.  It's not that hard.\n2 - Put the drink prices on the website too.  An Improv representative has personally responded to many of these Yelp reviews, and she once said \""Our menus and pricing are listed on our website, which makes for easy planning!\""  I'm calling shenanigans.  Not all the prices are on the website, which makes for difficult planning.\n3 - Reminding me to tip my server during the show AND adding an automatic gratuity to the check makes me feel like you're trying to trick me.  It's kind of an unprofessional way to say goodbye to one's customers.\n4 - Since the $3.50 soft drinks don't come with free refills, the servers shouldn't ask \""would you like a refill on that?\"" or anything of the sort.  They should ask \""would you like another one?\"" instead.  They should also respond to requests for refills by saying \""we don't offer refills, but I'd be happy to get you another one.\""  Just because there's a 10 dollar refillable soda option on the menu doesn't mean people all figure it out.  Most patrons don't even bother reading the beverage section of the menu if all they want is a standard beverage offered almost everywhere (like a cola or diet cola), and the reading difficulties imposed by the darkness make them even less likely to browse the offerings.",1,"The Pittsburgh Improv, regrettably, is yet another promising concept hampered by the mediocre execution of its details (see specific examples at the end). The setup is appealing, resembling a charming—though slightly sterile—version of a comedy club as seen on TV. The interior is tidy, the seating is comfortable, and it provides a decent atmosphere for enjoying a show and some laughs.

However, it's too small to attract many top-tier performers, hindering its potential to become the main hub for comedy in Pittsburgh. Most big-name comedians who have recently visited Pittsburgh—like Jim Gaffigan, Louis CK, and Second City—perform at other venues (though they deserve credit for securing Bob Saget).

The most significant issue, though, is with the food and beverages. They clearly state their mandatory two-item minimum, but this enforced service means spending extra money and being interrupted by waitstaff multiple times during the show. The prices exceed what I consider reasonable for the quality, and while I might reluctantly—or even willingly—accept the cost, similar to a stadium's concession markup, the food itself is poor. You're forced to either (a) buy highly overpriced drinks ($3.50 for a soda, for instance, with no refills—or ten dollars for one with refills), or (b) purchase moderately overpriced food that is unappealing. The ten-dollar chicken sandwich seemed reasonable until a few bites made me prefer to simply waste the money rather than eat it.

Nonetheless, I believe this place has significant potential; the core idea is sound, and they do attract some excellent comedians. For now, it's two stars, but with great hopes for future improvements.

A few specific, easily fixable issues:
1. Many drinks lack pricing information. While not uncommon, at a venue where every question disrupts your own and your neighbors' experience, it's a particularly poor choice. Make everything on the menu abundantly clear. It's not difficult.
2. Include drink prices on the website as well. An Improv representative has responded to many Yelp reviews, claiming, ""Our menus and pricing are listed on our website, which makes for easy planning!"" I dispute that claim. Not all prices are on the website, making planning difficult.
3. Reminding me to tip during the show and adding an automatic gratuity makes it feel like a trick. It's an unprofessional way to bid farewell to customers.
4. Since $3.50 soft drinks don't include free refills, servers shouldn't ask, ""Would you like a refill on that?"" Instead, they should ask, ""Would you like another one?"" They should also respond to refill requests by saying, ""We don't offer refills, but I'd be happy to get you another one."" Just because there's a ten-dollar refillable soda on the menu doesn't mean everyone figures it out. Most patrons don't read the beverage section if they just want a standard drink available everywhere (like cola or diet cola), and the darkness makes it even less likely they'll browse the options.",0.8700019,YES,"['Negative', 'Neutral', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",0.8,1.0,1.0,1.0,Negative,Negative,Negative,Negative,False,False
"We came to the Improv for the first time on Friday night for my wife's work holiday party. We arrived early for dinner and drinks from a predetermined menu. Dinner started with a salad of clearly bagged, almost brown iceberg lettuce, with some croutons and frozen-then-thawed looking tomatoes that were pinkish at best. I took a few bites of this unappetizing poor excuse for a salad, and I can tell you it was downright tragic. Dinner arrived and since there wasn't any vegetarian options on this predetermined menu, we received a dish that was supposed to contain meat with the meat omitted. It was a huge pile of spaghetti in a bowl. It looked sloppy and tasted worse than it looked. The pasta was overcooked, and the tomato sauce was just watered down pur\u00e9ed canned tomatoes. I saw traces of onion in my dish but didn't taste them at all. I was so hungry that I salted the heck out of this abomination and took a few bites. Yuck. I didn't make a dent in this crapfest. For dessert we were given a choice of chocolate cake, which my wife ordered, and cheesecake, which I ordered. The chocolate cake had freezer burn. Inexcusable! It wasn't edible. The cheesecake was only a hair better, but it had obviously come out of the freezer as well. I know people aren't coming here for the food, but if you are FORCING them to order things off of your menu to fulfill some outdated requirements (two drink/two menu item minimum) then at least make some halfway decent food. It doesn't even have to be memorable...just not OFFENSIVE. Which it was!! Had I paid for any of this I would have made a huge stink, but I tried to be polite and push my food around and make small talk. \n\nThe comedians were good. The venue was nice-ish and we got to sit in the front because we arrived early for our \""event\"". Not always the best thing in a comedy club (we only got picked on a little bit). But damn, I was hungry! I found myself fantasizing about all of the crappy Waterfront restaurants and how I'd rather be there...how I'd rather be heating up a discount microwave dinner...how I'd rather have a giant bowl of Captain Crunch...how I'd rather go back in time and eat spaghetti from my high school cafeteria...what a dreadful dining experience.\n\nMy car was also violated in the parking lot. I had an adorable German license plate on the front of my adorable German car which was stolen while I was eating hideous food, which was just the slap in the face I wanted when finally retreating to my car. I feel sick in so many different ways about this experience as a whole.\n\nThe Improv should consider outsourcing the food prep to a catering company. I truly believe that's the only thing that can save this place. Do yourself a favor and eat beforehand, and just order a beer. Well, two I guess. Other diners at our table complained about the quality of the cocktails so I'd steer clear of those. Unless there is a can't miss type of comedian here, I can't ever picture going back to the Improv. I'd give the comedians 4 stars, and the food ZERO stars.",1,"We attended the Improv for the first time on Friday night for my wife's work holiday gathering. We got there early to have dinner and drinks from a fixed menu. The meal began with a salad made of clearly packaged, nearly brown iceberg lettuce, topped with some croutons and tomatoes that appeared frozen and thawed, with a pinkish hue at best. I managed a few bites of this unappealing excuse for a salad, and it was absolutely dismal. When the main course arrived, there were no vegetarian options on this set menu, so we were served a dish that was meant to include meat, with the meat simply left out. It was a large bowl of spaghetti. It looked messy and tasted even worse. The pasta was overly cooked, and the tomato sauce was nothing more than diluted puréed canned tomatoes. I spotted onion bits in my dish but couldn't taste them. I was so hungry that I heavily salted this disaster and tried a few bites. Disgusting. I barely touched this fiasco. For dessert, we had the option of chocolate cake, which my wife picked, and cheesecake, which I chose. The chocolate cake was freezer burnt. Unacceptable! It was inedible. The cheesecake was slightly better, but it was clearly from the freezer too. I understand people don't come here for the food, but if you're forcing them to order from your menu due to some outdated rule (two drink/two menu item minimum), at least offer some reasonably decent food. It doesn't need to be unforgettable...just not OFFENSIVE. Yet it was!! If I had paid for this, I would have made a huge fuss, but I tried to be courteous, pushing my food around and making small talk.

The comedians were entertaining. The venue was somewhat nice, and we got front-row seats because we arrived early for our ""event."" Not always ideal in a comedy club (we got teased a bit). But honestly, I was starving! I found myself daydreaming about all the subpar Waterfront restaurants and how I’d prefer to be there...or heating up a cheap microwave dinner...or having a big bowl of Captain Crunch...or going back in time to eat spaghetti from my high school cafeteria...what a dreadful dining experience.

Moreover, my car was tampered with in the parking lot. My charming German car’s cute German license plate was stolen while I was having a terrible meal, which was just the insult I needed when finally heading back to my car. I feel sick in numerous ways about this entire experience.

The Improv should consider hiring a catering company to handle the food. I genuinely think that's the only way to improve this place. Do yourself a favor, eat before you go, and just order a beer. Well, two, apparently. Others at our table complained about the cocktail quality, so I'd avoid those. Unless there’s an unmissable comedian performing, I can't imagine returning to the Improv. I’d rate the comedians 4 stars, and the food ZERO stars.",0.90052974,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,1.0,1.0,1.0,Negative,Negative,Negative,Negative,False,False
"This was my second visit to the club and it was still a blast. My girlfriends bought tickets for John Witherspoon for my bachelorette. We were all looking forward to it and it was hilarious! He was wonderful. \n\nThe servers were fantastic. They always came back to check in on us and make sure we had plenty to eat and drink. I suggest the Pink Cadillac for a drink as well as the cheese cake and chocolate cake for dessert. \n\nThe only reason it isn't 5 stars is because they had us wait an hour past the time we were to enter the building. We were to see the 9pm showing so the doors were to open at 8:45pm. They came out and explained that the show had run over and we wouldn't be able to even enter the building until 9:20pm. It was 28 degrees outside. We finally were able to enter the building, order drinks then the show finally started at 9:45pm.  The host did offer a blanket apology which was nice but hardly made up for the fact the show started almost an hour late.",3,"This was my second time at the club, and it was just as enjoyable as before. My friends purchased tickets to see John Witherspoon for my bachelorette party. We were all eagerly anticipating his performance, and it turned out to be hilarious! He was excellent.

The service staff were great. They frequently checked on us to ensure we had enough food and drinks. I recommend trying the Pink Cadillac cocktail, as well as the cheesecake and chocolate cake for dessert.

The only reason I'm not giving a full 5-star rating is due to the hour-long wait past our scheduled entry time. We were supposed to attend the 9pm show, with doors opening at 8:45pm. However, they informed us that the previous show had run late, and we couldn’t enter until 9:20pm. It was 28 degrees outside. Once we got inside and ordered drinks, the show eventually began at 9:45pm. Although the host did issue a general apology, it didn't quite compensate for the nearly hour-long delay.",0.8869082,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
"Good! I can't comment on the food or the bathrooms, but from what experienced it was great! The drinks were decent, and I  believe you must order two items at minimum. The staff is quick, but they should have more people working on a Saturday night. Before you can ask for anything else they bolt to the next table or to the kitchen.\n\nThe comics we saw were funny as well. Will definitely go back!",3,"Great! I can't speak about the food or the restrooms, but my experience was fantastic! The drinks were okay, and it seems like there's a requirement to order at least two items. The staff is fast, but they could use more team members on a Saturday night. They rush off to the next table or the kitchen before you can make another request. The comedians we watched were hilarious too. I will certainly return!",0.8605372,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
I love that we have a great comedy club in Pittsburgh with a great location at the Waterfront.  Perfect for a date night and I recommend going to a later show and grabbing dinner beforehand.  I received an online coupon code for $5 tickets for John Heffron. What a deal-def. check for deals before you pay full price for any shows here.  We went early to pick up the tickets at the ticket office.  People were lined up outside about an hour before the show and it was freezing out.  I had no interest in doing this so we grabbed a beer across the street at Rock Bottom. Once they opened the doors (15 minutes before show time) the line went quickly and even though we were at the end we still got seated at a table in the back.  It is not huge inside so there aren't really any bad seats.  They usually have an MC for the night who starts  warming up the crowd. This guy was funny and so was the opening act before John Heffron.  My only complaint about this place is that they have a two drink minimum and the prices are outrageous.  $9.50 for a mixed well drink and $7 for draft beers.  The soda was $3.50! Yikes!  At least we didn't pay full price for the tickets.,2,"I'm thrilled that Pittsburgh boasts an excellent comedy club situated perfectly at the Waterfront. It's ideal for a date night, and I suggest catching a later show after dinner. I found an online coupon code for $5 tickets to see John Heffron, which is a fantastic deal—definitely look for discounts before paying full price for shows here. We arrived early to collect our tickets at the box office. People started lining up about an hour before the show, and it was freezing outside. I wasn't interested in waiting in the cold, so we grabbed a beer at Rock Bottom across the street. Once the doors opened (15 minutes before the show), the line moved quickly, and even though we were at the end, we still got a table in the back. The venue isn't large, so there aren't really any bad seats. They typically have an MC who warms up the crowd, and this guy was hilarious, as was the opening act before John Heffron. My only gripe with this place is the two-drink minimum, and the prices are steep—$9.50 for a mixed well drink and $7 for draft beers, with soda at $3.50. At least we didn't pay full price for the tickets.",0.9737597,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
"I went here for the first time the other night and had a great time!  The comedian was hilarious and it was a great intimate setting for a fun night out with friends!  My only complaint was that it was a little pricey for the overall experience because not only do you need to buy a ticket, but every person needs to buy 2 items of food/drink and the drinks aren't cheap (around $10-12).  However, I would definitely go back sometime!",3,"I visited this place for the first time recently and had an enjoyable experience! The comedian was very funny, and the venue provided a nice, cozy atmosphere for a fun night out with friends. My only issue was the cost, as in addition to purchasing a ticket, each person must buy two food or drink items, with drinks priced at about $10-12. Despite this, I would certainly consider returning in the future!",0.8795494,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
"So...we got here and seated by 635pm. Orders placed. Drinks served. Now it is 752pm. One of my party has still not received his chicken sandwich. I had\nMy shrimp diablo. It was as described. Spicy and good!!! But hour plus for a chicken sandwich is unacceptable. We also sent an order of chicken fingers back...dryer than sand. And my fianc\u00e9s chicken Caesar salad chicken was as dry as the chicken fingers. Barely edible, in fact, she didn't eat more than 3 pieces of it. Upgrade the food service and this place would be somewhat a lil better.",1,"We arrived and were seated by 6:35 PM. We placed our orders, and drinks were served. It is now 7:52 PM, and one of our group still hasn't received his chicken sandwich. I had the shrimp diablo, which was exactly as described—spicy and delicious! However, waiting over an hour for a chicken sandwich is just not acceptable. We also returned an order of chicken fingers because they were as dry as sand. Additionally, the chicken on my fiancé's chicken Caesar salad was as dry as the chicken fingers. It was barely edible; she only managed to eat three pieces. If they improved the food service, this place could be a little better.",0.8836298,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,1.0,1.0,1.0,Negative,Negative,Negative,Negative,False,False
